,Title,Release Date,Color,Genre,Language,Country,Rating,Lead Actor,Director Name,Lead Actor FB Likes,Cast FB Likes,Director FB Likes,Movie FB Likes,Score,Total Reviews,Duration,Gross Revenue,Budget,Z_Score,Softmax_Score
2399,The Ten,26-05-2007,Color,Comedy,English,USA,R,Jon Hamm,David Wain,4000.0,4883,136,915,5.0,65.0,96.0,766487,5250000,0.4415584415584415,3.922338868550149e-05
2400,The Warlords,15-04-2007,Color,Action,Mandarin,Hong Kong,R,Jet Li,Peter Ho-Sun Chan,5000.0,6267,31,0,7.1,106.0,113.0,128978,40000000,0.7142857142857142,0.00032030485655248854
2401,There Will Be Blood,19-08-2007,Color,Drama,English,USA,R,Jim Meskimen,Paul Thomas Anderson,272.0,533,0,16000,8.1,398.0,158.0,40218903,25000000,0.844155844155844,0.0008706788711338108
2402,Things We Lost in the Fire,08-03-2007,Color,Drama,English,USA,R,Alison Lohman,Susanne Bier,1000.0,1889,369,0,7.2,146.0,118.0,2849142,16000000,0.7272727272727271,0.00035399161238020254
2403,This Christmas,20-02-2007,Color,Comedy,English,USA,PG-13,Mekhi Phifer,Preston A. Whitmore II,1000.0,6554,17,0,6.1,37.0,117.0,49121934,13000000,0.5844155844155844,0.00011783357163302848
2404,Timecrimes,20-06-2007,Color,Horror,Spanish,Spain,R,Karra Elejalde,Nacho Vigalondo,123.0,239,76,0,7.2,173.0,66.0,38108,2600000,0.7272727272727271,0.00035399161238020254
2405,TMNT,06-10-2007,Color,Action,English,Hong Kong,PG,Chris Evans,Kevin Munroe,11000.0,16571,14,0,6.3,191.0,87.0,54132596,34000000,0.6103896103896103,0.00014392224939644498
2406,Trade,25-02-2007,Color,Crime,English,Germany,R,Zack Ward,Marco Kreuzpaintner,662.0,1952,7,0,7.5,69.0,120.0,214202,12000000,0.7662337662337662,0.0004778386957794468
2407,Transformers,13-09-2007,Color,Action,English,USA,PG-13,Zack Ward,Michael Bay,662.0,2333,0,8000,7.1,396.0,144.0,318759914,150000000,0.7142857142857142,0.00032030485655248854
2408,Waitress,21-12-2007,Color,Comedy,English,USA,PG-13,Lew Temple,Adrienne Shelly,597.0,1981,191,0,7.1,173.0,108.0,19067631,2000000,0.7142857142857142,0.00032030485655248854
2409,Walk Hard: The Dewey Cox Story,30-08-2007,Color,Comedy,English,USA,R,Tim Meadows,Jake Kasdan,553.0,1082,52,0,6.7,171.0,120.0,18317151,35000000,0.6623376623376622,0.00021470676618970307
2410,War,05-03-2007,Color,Action,English,USA,R,Jason Statham,Philip G. Atwell,26000.0,33565,5,0,6.3,119.0,103.0,22466994,25000000,0.6103896103896103,0.00014392224939644498
2411,We Own the Night,13-04-2007,Color,Crime,English,USA,R,Robert Duvall,James Gray,3000.0,3681,115,0,6.9,222.0,117.0,28563179,21000000,0.6883116883116883,0.00026224343641975407
2412,When Did You Last See Your Father?,25-11-2007,Color,Biography,English,UK,PG-13,Colin Firth,Anand Tucker,14000.0,15848,14,429,6.9,90.0,92.0,1071240,8000000,0.6883116883116883,0.00026224343641975407
2413,Who's Your Caddy?,01-12-2007,Color,Comedy,English,USA,PG-13,Jeffrey Jones,Don Michael Paul,692.0,3128,70,446,2.0,25.0,93.0,5694308,7000000,0.05194805194805193,1.952817534104364e-06
2414,Why Did I Get Married?,21-09-2007,Color,Comedy,English,USA,PG-13,Michael Jai White,Tyler Perry,2000.0,6510,0,1000,5.6,41.0,113.0,55184721,15000000,0.5194805194805193,7.14696739388766e-05
2415,You Kill Me,05-02-2007,Color,Comedy,English,USA,R,Philip Baker Hall,John Dahl,497.0,776,131,830,6.5,121.0,93.0,2426851,4000000,0.6363636363636364,0.00017578703237343372
2416,Zodiac,15-04-2007,Color,Crime,English,USA,R,Robert Downey Jr.,David Fincher,21000.0,36928,21000,12000,7.7,377.0,162.0,33048353,65000000,0.792207792207792,0.0005836335009806748
2417,21,12-09-2008,Color,Crime,English,USA,PG-13,Kevin Spacey,Robert Luketic,18000.0,25661,126,0,6.8,144.0,123.0,81159365,35000000,0.6753246753246751,0.00023728767390692747
2418,27 Dresses,02-12-2008,Color,Comedy,English,USA,PG-13,Judy Greer,Anne Fletcher,2000.0,2978,98,0,6.1,175.0,111.0,76806312,30000000,0.5844155844155844,0.00011783357163302848
2419,An American Carol,17-05-2008,Color,Comedy,English,USA,PG-13,Chriss Anglin,David Zucker,885.0,2907,119,797,4.3,45.0,83.0,7001720,12000000,0.35064935064935054,1.947775838611829e-05
2420,Australia,19-12-2008,Color,Adventure,English,Australia,PG-13,Essie Davis,Baz Luhrmann,309.0,921,1000,0,6.6,245.0,165.0,49551662,130000000,0.6493506493506492,0.0001942747159539413
2421,Baby Mama,16-07-2008,Color,Comedy,English,USA,PG-13,Tina Fey,Michael McCullers,2000.0,6930,5,0,6.0,145.0,99.0,60269340,30000000,0.5714285714285714,0.00010662022471438481
2422,Babylon A.D.,02-06-2008,Color,Action,English,France,PG-13,Vin Diesel,Mathieu Kassovitz,14000.0,15990,326,0,5.6,164.0,101.0,22531698,70000000,0.5194805194805193,7.14696739388766e-05
2423,Bangkok Dangerous,26-12-2008,Color,Action,English,USA,R,Nicolas Cage,Danny Pang,12000.0,12166,15,0,5.4,125.0,99.0,15279680,40000000,0.49350649350649345,5.85144199662143e-05
2424,Be Kind Rewind,01-05-2008,Color,Comedy,English,UK,PG-13,Quinton Aaron,Michel Gondry,734.0,1778,1000,0,6.4,248.0,102.0,11169531,20000000,0.6233766233766234,0.00015905868449698146
2425,Bedtime Stories,24-08-2008,Color,Comedy,English,USA,PG,Adam Sandler,Adam Shankman,11000.0,12831,163,0,6.1,144.0,99.0,109993847,80000000,0.5844155844155844,0.00011783357163302848
2426,Beverly Hills Chihuahua,03-04-2008,Color,Adventure,English,USA,PG,Jamie Lee Curtis,Raja Gosnell,2000.0,4729,67,0,3.7,100.0,91.0,94497271,20000000,0.2727272727272727,1.0689620447329726e-05
2427,Blindness,11-09-2008,Color,Drama,English,Canada,R,Don McKellar,Fernando Meirelles,45.0,142,353,0,6.6,229.0,121.0,3073392,25000000,0.6493506493506492,0.0001942747159539413
2428,Body of Lies,30-05-2008,Color,Action,English,USA,R,Leonardo DiCaprio,Ridley Scott,29000.0,29824,0,0,7.1,238.0,128.0,39380442,70000000,0.7142857142857142,0.00032030485655248854
2429,Bolt,01-11-2008,Color,Adventure,English,USA,PG,ChloÃ« Grace Moretz,Byron Howard,17000.0,20007,59,0,6.9,225.0,96.0,114053579,150000000,0.6883116883116883,0.00026224343641975407
2430,Bottle Shock,07-10-2008,Color,Comedy,English,USA,PG-13,Alan Rickman,Randall Miller,25000.0,25676,19,0,6.8,109.0,110.0,4040588,5000000,0.6753246753246751,0.00023728767390692747
2431,Burn After Reading,09-03-2008,Color,Comedy,English,USA,R,J.K. Simmons,Ethan Coen,24000.0,36093,1000,0,7.0,341.0,96.0,60338891,37000000,0.7012987012987012,0.0002898238193873322
2432,Cadillac Records,22-12-2008,Color,Biography,English,USA,R,Cedric the Entertainer,Darnell Martin,436.0,1141,67,0,7.0,81.0,109.0,8134217,12000000,0.7012987012987012,0.0002898238193873322
2433,Call + Response,07-09-2008,Color,Documentary,English,USA,PG-13,Matisyahu,Justin Dillon,178.0,279,0,26,7.5,7.0,86.0,215185,200000,0.7662337662337662,0.0004778386957794468
2434,Changeling,18-02-2008,Color,Crime,English,USA,R,Angelina Jolie Pitt,Clint Eastwood,11000.0,12840,16000,14000,7.8,264.0,141.0,35707327,55000000,0.805194805194805,0.0006450147720985165
2435,Choke,24-09-2008,Color,Comedy,English,USA,R,Anjelica Huston,Clark Gregg,1000.0,3608,0,0,6.5,159.0,92.0,2926565,3000000,0.6363636363636364,0.00017578703237343372
2436,City of Ember,13-10-2008,Color,Adventure,English,USA,PG,Bill Murray,Gil Kenan,13000.0,15494,27,0,6.5,118.0,90.0,7871693,55000000,0.6363636363636364,0.00017578703237343372
2437,Cloverfield,11-10-2008,Color,Action,English,USA,PG-13,Mike Vogel,Matt Reeves,2000.0,3958,198,0,7.0,459.0,85.0,80034302,25000000,0.7012987012987012,0.0002898238193873322
2438,College,09-06-2008,Color,Comedy,English,USA,R,Drake Bell,Deb Hagan,1000.0,4484,0,422,4.6,42.0,94.0,4693919,6500000,0.3896103896103895,2.6292223709339124e-05
2439,Death Race,10-12-2008,Color,Action,English,USA,R,Jason Statham,Paul W.S. Anderson,26000.0,28643,545,0,6.4,230.0,111.0,36064910,45000000,0.6233766233766234,0.00015905868449698146
2440,Delgo,17-08-2008,Color,Adventure,English,USA,PG,Eric Idle,Marc F. Adler,795.0,2449,0,211,4.4,41.0,94.0,511920,40000000,0.36363636363636365,2.1526252117642003e-05
2441,Disaster Movie,22-02-2008,Color,Comedy,English,USA,PG-13,Carmen Electra,Jason Friedberg,869.0,2857,82,0,1.9,111.0,88.0,14174654,25000000,0.03896103896103893,1.7669823754543416e-06
2442,Dolphins and Whales 3D: Tribes of the Ocean,23-06-2008,Color,Adventure,English,UK,Not Rated,Charlotte Rampling,Jean-Jacques Mantello,844.0,844,0,28,6.5,9.0,42.0,7518876,6000000,0.6363636363636364,0.00017578703237343372
2443,Donkey Punch,29-10-2008,Color,Crime,English,UK,R,Julian Morris,Oliver Blackburn,1000.0,1558,4,0,5.2,114.0,99.0,18378,900000,0.46753246753246747,4.7907555124859926e-05
2444,Doomsday,19-02-2008,Color,Action,English,UK,R,Ryan Kruger,Neil Marshall,165.0,391,197,0,6.0,254.0,113.0,10955425,30000000,0.5714285714285714,0.00010662022471438481
2445,Doubt,01-02-2008,Color,Drama,English,USA,PG-13,Philip Seymour Hoffman,John Patrick Shanley,22000.0,33903,53,0,7.5,293.0,104.0,33422556,20000000,0.7662337662337662,0.0004778386957794468
2446,Drillbit Taylor,12-09-2008,Color,Comedy,English,USA,PG-13,Lisa Ann Walter,Steven Brill,1000.0,3239,65,702,5.7,146.0,102.0,32853640,40000000,0.5324675324675323,7.89862051615955e-05
2447,Eagle Eye,02-12-2008,Color,Action,English,USA,PG-13,Rosario Dawson,D.J. Caruso,3000.0,5637,154,0,6.6,215.0,118.0,101111837,80000000,0.6493506493506492,0.0001942747159539413
2448,Fireproof,19-05-2008,Color,Drama,English,USA,PG,Kirk Cameron,Alex Kendrick,848.0,1164,589,0,6.5,50.0,122.0,33451479,500000,0.6363636363636364,0.00017578703237343372
2449,Flame and Citron,15-04-2008,Color,Drama,Danish,Denmark,Not Rated,Lars Mikkelsen,Ole Christian Madsen,573.0,1098,28,0,7.3,80.0,45.0,145109,45000000,0.7402597402597401,0.0003912212352453071
2450,Flash of Genius,13-01-2008,Color,Biography,English,USA,PG-13,Dylan Authors,Marc Abraham,20.0,64,18,0,7.0,99.0,119.0,4234040,20000000,0.7012987012987012,0.0002898238193873322
2451,Fool's Gold,25-05-2008,Color,Action,English,USA,PG-13,Matthew McConaughey,Andy Tennant,11000.0,13827,72,0,5.6,176.0,112.0,70224196,70000000,0.5194805194805193,7.14696739388766e-05
2452,Forgetting Sarah Marshall,30-03-2008,Color,Comedy,English,USA,R,Mila Kunis,Nicholas Stoller,15000.0,16758,89,0,7.2,253.0,118.0,62877175,30000000,0.7272727272727271,0.00035399161238020254
2453,Four Christmases,23-07-2008,Color,Comedy,English,Germany,PG-13,Jon Favreau,Seth Gordon,4000.0,9913,91,0,5.6,141.0,88.0,120136047,80000000,0.5194805194805193,7.14696739388766e-05
2454,Frost/Nixon,13-12-2008,Color,Drama,English,USA,R,Toby Jones,Ron Howard,2000.0,6161,2000,0,7.7,302.0,122.0,18593156,35000000,0.792207792207792,0.0005836335009806748
2455,Frozen River,19-01-2008,Color,Crime,English,USA,R,Charlie McDermott,Courtney Hunt,496.0,994,33,0,7.2,181.0,97.0,2508841,1000000,0.7272727272727271,0.00035399161238020254
2456,Fuel,30-12-2008,Color,Documentary,English,USA,Not Rated,Larry David,Joshua Tickell,860.0,1252,9,588,7.6,14.0,112.0,173783,2500000,0.7792207792207791,0.0005280934301066412
2457,Gangster's Paradise: Jerusalema,30-05-2008,Color,Action,English,South Africa,R,Rapulana Seiphemo,Ralph Ziman,29.0,86,5,1000,7.8,30.0,119.0,4958,2000000,0.805194805194805,0.0006450147720985165
2458,Get Smart,23-05-2008,Color,Action,English,USA,PG-13,Bill Murray,Peter Segal,13000.0,44798,88,0,6.5,265.0,110.0,130313314,80000000,0.6363636363636364,0.00017578703237343372
2459,Ghost Town,01-04-2008,Color,Comedy,English,USA,PG-13,Aasif Mandvi,David Koepp,346.0,500,192,0,6.7,210.0,102.0,13214030,20000000,0.6623376623376622,0.00021470676618970307
2460,Good,23-02-2008,Color,Drama,English,UK,R,Viggo Mortensen,Vicente Amorim,10000.0,11091,6,921,6.2,67.0,92.0,23091,15000000,0.5974025974025973,0.00013022623654180673
2461,Gran Torino,07-02-2008,Color,Drama,English,USA,R,Clint Eastwood,Clint Eastwood,16000.0,17347,16000,28000,8.2,366.0,116.0,148085755,33000000,0.857142857142857,0.0009622489673600217
2462,Hamlet 2,14-04-2008,Color,Comedy,English,USA,R,Steve Coogan,Andrew Fleming,1000.0,3767,26,1000,6.4,129.0,92.0,4881867,9000000,0.6233766233766234,0.00015905868449698146
2463,Hancock,28-11-2008,Color,Action,English,USA,PG-13,Will Smith,Peter Berg,10000.0,21584,532,0,6.4,318.0,102.0,227946274,150000000,0.6233766233766234,0.00015905868449698146
2464,Harold & Kumar Escape from Guantanamo Bay,30-12-2008,Color,Adventure,English,USA,R,Danneel Ackles,Jon Hurwitz,1000.0,4065,22,0,6.6,153.0,102.0,38087366,12000000,0.6493506493506492,0.0001942747159539413
2465,Hellboy II: The Golden Army,24-02-2008,Color,Action,English,USA,PG-13,Seth MacFarlane,Guillermo del Toro,3000.0,3632,0,3000,7.0,345.0,120.0,75754670,85000000,0.7012987012987012,0.0002898238193873322
2466,High School Musical 3: Senior Year,09-09-2008,Color,Comedy,English,USA,G,Lucas Grabeel,Kenny Ortega,755.0,3507,197,0,4.5,128.0,112.0,90556401,11000000,0.3766233766233766,2.3790187815582257e-05
2467,How to Lose Friends & Alienate People,26-04-2008,Color,Comedy,English,UK,R,James Corden,Robert B. Weide,480.0,858,53,0,6.5,135.0,110.0,2775593,27000000,0.6363636363636364,0.00017578703237343372
2468,In Bruges,21-03-2008,Color,Comedy,English,UK,R,Elizabeth Berrington,Martin McDonagh,65.0,173,454,32000,8.0,300.0,107.0,7757130,15000000,0.8311688311688311,0.0007878228216951816
2469,Indiana Jones and the Kingdom of the Crystal Skull,26-12-2008,Color,Action,English,USA,PG-13,Harrison Ford,Steven Spielberg,11000.0,14959,14000,5000,6.2,470.0,122.0,317011114,185000000,0.5974025974025973,0.00013022623654180673
2470,Inkheart,11-02-2008,Color,Adventure,English,Germany,PG,Brendan Fraser,Iain Softley,3000.0,5329,34,0,6.1,161.0,106.0,17281832,60000000,0.5844155844155844,0.00011783357163302848
2471,Iron Man,23-06-2008,Color,Action,English,USA,PG-13,Robert Downey Jr.,Jon Favreau,21000.0,39252,4000,10000,7.9,486.0,126.0,318298180,140000000,0.8181818181818181,0.0007128515678524725
2472,Journey to the Center of the Earth,03-05-2008,Color,Action,English,USA,PG,Josh Hutcherson,Eric Brevig,14000.0,17925,40,0,5.8,201.0,93.0,101702060,45000000,0.5454545454545453,8.729325687375192e-05
2473,Jumper,02-12-2008,Color,Action,English,USA,PG-13,Kristen Stewart,Doug Liman,17000.0,21863,218,0,6.1,238.0,88.0,80170146,85000000,0.5844155844155844,0.00011783357163302848
2474,Kit Kittredge: An American Girl,30-11-2008,Color,Drama,English,USA,G,Julia Ormond,Patricia Rozema,918.0,3317,22,851,6.7,73.0,101.0,17655201,10000000,0.6623376623376622,0.00021470676618970307
2475,Kung Fu Panda,16-02-2008,Color,Action,English,USA,PG,Angelina Jolie Pitt,Mark Osborne,11000.0,12754,54,6000,7.6,266.0,92.0,215395021,130000000,0.7792207792207791,0.0005280934301066412
2476,Lakeview Terrace,04-04-2008,Color,Crime,English,USA,PG-13,Jay Hernandez,Neil LaBute,1000.0,2382,119,0,6.1,165.0,110.0,39263506,22000000,0.5844155844155844,0.00011783357163302848
2477,Leatherheads,17-05-2008,Color,Comedy,English,USA,PG-13,Robert Baker,George Clooney,142.0,589,0,472,6.0,186.0,114.0,31199215,58000000,0.5714285714285714,0.00010662022471438481
2478,"Lovely, Still",25-09-2008,Color,Drama,English,USA,PG,Adam Scott,Nicholas Fackler,3000.0,4987,6,777,7.3,27.0,90.0,124720,5000000,0.7402597402597401,0.0003912212352453071
2479,Mad Money,20-06-2008,Color,Comedy,English,USA,PG-13,Stephen Root,Callie Khouri,939.0,2453,144,687,5.8,98.0,104.0,20668843,22000000,0.5454545454545453,8.729325687375192e-05
2480,Madagascar: Escape 2 Africa,09-12-2008,Color,Action,English,USA,PG,Bernie Mac,Eric Darnell,1000.0,3285,35,0,6.7,167.0,89.0,179982968,150000000,0.6623376623376622,0.00021470676618970307
2481,Made of Honor,19-05-2008,Color,Comedy,English,USA,PG-13,Busy Philipps,Paul Weiland,1000.0,4298,10,3000,5.8,128.0,101.0,46012734,40000000,0.5454545454545453,8.729325687375192e-05
2482,Mamma Mia!,04-07-2008,Color,Comedy,English,USA,PG-13,Colin Firth,Phyllida Lloyd,14000.0,26002,58,10000,6.3,238.0,108.0,143704210,52000000,0.6103896103896103,0.00014392224939644498
2483,Man on Wire,10-11-2008,Color,Biography,English,UK,PG-13,Paul McGill,James Marsh,41.0,68,120,0,7.8,194.0,90.0,2957978,1000000,0.805194805194805,0.0006450147720985165
2484,Marley & Me,13-05-2008,Color,Comedy,English,USA,PG,Eric Dane,David Frankel,2000.0,4811,64,11000,7.1,180.0,115.0,143151473,60000000,0.7142857142857142,0.00032030485655248854
2485,Max Payne,23-01-2008,Color,Action,English,Canada,PG-13,Mila Kunis,John Moore,15000.0,16249,212,0,5.4,228.0,103.0,40687294,35000000,0.49350649350649345,5.85144199662143e-05
2486,Me and Orson Welles,09-01-2008,Color,Drama,English,UK,PG-13,Zoe Kazan,Richard Linklater,962.0,1591,0,0,6.8,160.0,107.0,1186957,25000000,0.6753246753246751,0.00023728767390692747
2487,Meet Dave,09-02-2008,Color,Adventure,English,USA,PG,Marc Blucas,Brian Robbins,973.0,1865,48,791,4.9,127.0,90.0,11802056,60000000,0.42857142857142855,3.549078974481005e-05
2488,Meet the Spartans,09-05-2008,Color,Comedy,English,USA,PG-13,Carmen Electra,Jason Friedberg,869.0,3854,82,0,2.7,111.0,86.0,38232624,30000000,0.14285714285714285,3.932491596498483e-06
2489,Milk,10-04-2008,Color,Biography,English,USA,R,James Franco,Gus Van Sant,11000.0,13189,835,10000,7.6,324.0,128.0,31838002,20000000,0.7792207792207791,0.0005280934301066412
2490,Miracle at St. Anna,16-08-2008,Color,Action,English,USA,R,Joseph Gordon-Levitt,Spike Lee,23000.0,26982,0,0,6.0,158.0,160.0,7916887,45000000,0.5714285714285714,0.00010662022471438481
2491,Mirrors,30-07-2008,Color,Horror,English,USA,R,Jason Flemyng,Alexandre Aja,1000.0,3185,192,5000,6.2,208.0,112.0,30691439,35000000,0.5974025974025973,0.00013022623654180673
2492,My Best Friend's Girl,04-02-2008,Color,Comedy,English,USA,R,Dane Cook,Howard Deutch,1000.0,3301,41,0,5.9,80.0,112.0,19151864,40000000,0.5584415584415584,9.647396884097779e-05
2493,Never Back Down,04-09-2008,Color,Action,English,USA,PG-13,Djimon Hounsou,Jeff Wadlow,3000.0,4089,65,0,6.6,140.0,110.0,24848292,20000000,0.6493506493506492,0.0001942747159539413
2494,Nick and Norah's Infinite Playlist,03-06-2008,Color,Comedy,English,USA,PG-13,Ari Graynor,Peter Sollett,904.0,2807,6,0,6.7,166.0,90.0,31487293,9000000,0.6623376623376622,0.00021470676618970307
2495,Nim's Island,15-05-2008,Color,Adventure,English,USA,PG,Gerard Butler,Jennifer Flackett,18000.0,18178,3,0,6.0,139.0,96.0,48006503,37000000,0.5714285714285714,0.00010662022471438481
2496,One Missed Call,27-08-2008,Color,Horror,English,Japan,PG-13,Johnny Lewis,Eric Valette,741.0,1834,2,0,3.9,141.0,87.0,26876529,27000000,0.29870129870129863,1.305633189805387e-05
2497,Ong-bak 2,16-01-2008,Color,Action,Thai,Thailand,R,Nirut Sirichanya,Tony Jaa,64.0,134,0,0,6.2,110.0,110.0,102055,300000000,0.5974025974025973,0.00013022623654180673
2498,Over Her Dead Body,16-02-2008,Color,Comedy,English,USA,PG-13,Stephen Root,Jeff Lowell,939.0,3651,4,518,5.2,100.0,95.0,7563670,10000000,0.46753246753246747,4.7907555124859926e-05
2499,Pathology,02-05-2008,Color,Crime,English,USA,R,John de Lancie,Marc SchÃ¶lermann,905.0,3185,3,3000,6.0,79.0,95.0,108662,8000000,0.5714285714285714,0.00010662022471438481
2500,Pineapple Express,21-04-2008,Color,Action,English,USA,R,James Franco,David Gordon Green,11000.0,15590,234,0,7.0,232.0,117.0,87341380,27000000,0.7012987012987012,0.0002898238193873322
2501,Pontypool,09-01-2008,Color,Fantasy,English,Canada,Not Rated,Stephen McHattie,Bruce McDonald,413.0,721,49,0,6.7,178.0,95.0,3478,1500000,0.6623376623376622,0.00021470676618970307
2502,Ponyo,23-06-2008,Color,Adventure,Japanese,Japan,G,Rumi Hiiragi,Hayao Miyazaki,6.0,13,6000,0,7.7,256.0,101.0,15081783,34000000,0.792207792207792,0.0005836335009806748
2503,Pride and Glory,12-08-2008,Color,Crime,English,USA,R,Jennifer Ehle,Gavin O'Connor,1000.0,5101,149,0,6.7,154.0,130.0,15709385,30000000,0.6623376623376622,0.00021470676618970307
2504,Prom Night,21-10-2008,Color,Horror,English,USA,PG-13,Ming-Na Wen,Nelson McCormick,2000.0,4867,29,1000,3.9,146.0,89.0,43818159,20000000,0.29870129870129863,1.305633189805387e-05
2505,Punisher: War Zone,19-08-2008,Color,Action,English,USA,R,Julie Benz,Lexi Alexander,3000.0,6563,189,0,6.0,151.0,103.0,7948159,35000000,0.5714285714285714,0.00010662022471438481
2506,Quantum of Solace,18-08-2008,Color,Action,English,UK,PG-13,Giancarlo Giannini,Marc Forster,451.0,2023,395,0,6.7,403.0,106.0,168368427,200000000,0.6623376623376622,0.00021470676618970307
2507,Quarantine,10-11-2008,Color,Horror,English,USA,R,Andrew Fiscella,John Erick Dowdle,137000.0,140268,66,0,6.0,198.0,89.0,31691811,12000000,0.5714285714285714,0.00010662022471438481
2508,Red Cliff,28-09-2008,Color,Action,Mandarin,China,R,Takeshi Kaneshiro,John Woo,755.0,2172,610,0,7.4,160.0,150.0,626809,553632000,0.7532467532467533,0.0004323663317267452
